"df$Key","Percentage_pop_with_bachelors disc","Adults.19.25 disc","Adults.26.34 disc","Adults.35.54 disc","num_jobs_tot disc","EnergyC_addunit disc","Av_temperature disc","Median_income disc","GDP disc","Tot_vehicle disc","Elec_price disc","label"
"Wisconsin2018","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Wyoming2018","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alabama2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alaska2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Low Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Arizona2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Arkansas2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"California2019","Medium Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","Medium EnergyC_addunit","High Av_temperature","High Median_income","High GDP","High Tot_vehicle","Medium Elec_price","1"
"Colorado2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Connecticut2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","2"
"Delaware2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"District of Columbia2019","High Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Florida2019","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","3"
"Georgia2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Hawaii2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","High Elec_price","2"
"Idaho2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Illinois2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Indiana2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Iowa2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kansas2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kentucky2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Louisiana2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maine2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Massachusetts2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","3"
"Michigan2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Minnesota2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Mississippi2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Montana2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nebraska2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nevada2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"New Hampshire2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"New Jersey2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"New Mexico2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2019","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Medium GDP","Low Tot_vehicle","Low Elec_price","3"
"North Carolina2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"North Dakota2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Oklahoma2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oregon2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Pennsylvania2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Rhode Island2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"South Carolina2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"South Dakota2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Tennessee2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Texas2019","Low Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","High EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","3"
"Utah2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Vermont2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Virginia2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Washington2019","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"West Virginia2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wisconsin2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Wyoming2019","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alabama2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Alaska2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Low Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Arizona2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Arkansas2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"California2020","Medium Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","Medium EnergyC_addunit","High Av_temperature","High Median_income","High GDP","High Tot_vehicle","Medium Elec_price","1"
"Colorado2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Connecticut2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","3"
"Delaware2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"District of Columbia2020","High Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Florida2020","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","3"
"Georgia2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Hawaii2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","High Elec_price","3"
"Idaho2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Illinois2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Indiana2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Iowa2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kansas2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Kentucky2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Louisiana2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Maine2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Massachusetts2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","3"
"Michigan2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Minnesota2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Mississippi2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Montana2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Nebraska2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Nevada2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"New Hampshire2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","2"
"New Jersey2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"New Mexico2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2020","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Medium GDP","Low Tot_vehicle","Low Elec_price","3"
"North Carolina2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"North Dakota2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Oklahoma2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Oregon2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Pennsylvania2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Rhode Island2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","2"
"South Carolina2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"South Dakota2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Tennessee2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Texas2020","Medium Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","High EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","3"
"Utah2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Vermont2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","2"
"Virginia2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Washington2020","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"West Virginia2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wisconsin2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"Wyoming2020","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
